frame,definition,example,frame_word,def_len
f:Aiming,"An <em>Agent</em> adjusts an <em>Instrument</em> to enable it to interact directly with a difficult-to-access <em>Target location</em>.  Usually, there is a <em>Targeted</em> entity at the <em>Target location</em> which is mentioned in its place."," A good marksman  still should take <span id='phrase_example'>aim</span>  for a moment   before each shot  .      
 The sortie <span id='phrase_example'>targeted</span> primarily  resupply points  , but these included several civilian areas .   
If  you  <span id='phrase_example'>aim</span>  your weapons   somewhere else  , I 'll be more likely to talk .
",FALSE,256
f:Friction," A <em>Theme</em> moves on or against the surface of a <em>Static object</em>. (Alternatively, <em>Themes</em>  moves against each other simultaneously). The <em>Theme</em> exerts pressure on the surface and experiences resistance to its movement. "," Smithers' boots <span id='phrase_example'>scraped</span> on the floor .
",FALSE,256
f:Cause_to_move_in_place,"An <em>Agent</em> causes a <em>Theme</em> to move with respect to a certain <em>Fixed location</em>, generally with a certain <em>Periodicity</em>, without undergoing unbounded translational motion or significant alteration of configuration/shape."," Paul <span id='phrase_example'>shook</span> the remote control  frantically .
",FALSE,255
f:Complaining,"A <em>Complainer</em> communicates their negative emotional reaction to some state of affairs in a <em>Complaint</em>. As an alternative to the specific <em>Complaint</em>, the <em>Topic</em> of the speaker's <em>Complaint</em> may be specified."," On the rare occasions  I <span id='phrase_example'>complained</span> to him  about media bias , Peter immediately ordered up a story that included conservative objections to mainstream reports .
He said  he  will lodge a <span id='phrase_example'>complaint</span>  with the ACCC .   
The  top US commander in Iraq  <span id='phrase_example'>complained</span>  to the Pentagon   last winter   that his supply situation was so poor that it threatened Army troops' ability to fight .
",FALSE,255
f:Translating,"A <em>Cognizer</em> produces a <em>Target symbol</em> which represents, in the <em>Target representation</em> format, a <em>Content</em> that pre-exists in the form of a <em>Source symbol</em> in a <em>Source representation</em> format.<ex/>"," Each of the ten Greek nouns below  can be  accurately  <span id='phrase_example'>translated</span>  by using just one English word .   .
Perhaps when Irish monks spoke in Latin about lionn, meaning ale,  they  <span id='phrase_example'>translated</span>  the word   literally   from Irish   into Latin   as biber, 'drink' .
 His texts  were <span id='phrase_example'>translated</span>  from French   into Scots   by Carl Gronau .
They all wore symbolic black clothes over bright yellow T-shirts and all spoke in Welsh,  their statements  being <span id='phrase_example'>translated</span>  into English   afterwards .   
 This word  is  sometimes   <span id='phrase_example'>translated</span>  as ` girl ' .   
 
",FALSE,253
f:Point_of_dispute,"The answer to a <em>Question</em> is under discussion in a <em>Group</em>, which still  has a difference of opinion among its members. The prominence of the <em>Question</em> relative to others can be indicated by a <em>Status</em> expression.","Democracy in Serbia was blocked by the  unresolved   national  <span id='phrase_example'>question</span>.
 It remains an <span id='phrase_example'>issue</span>  of central importance to women  .
The <span id='phrase_example'>question</span>  in Finucane's case  is  this : will an inquiry bring out the truth?
Firstly, it is quite clear the <span id='phrase_example'>issue</span>  in this context  was  not so much apostasy as much as it was treason .
",FALSE,251
f:Recording,"An <em>Agent</em> sets down in permanent form information about the occurrence of a <em>Phenomenon</em>. Alternatively, the <em>Agent</em> records that an <em>Entity</em> had a particular <em>Value</em> for one of its <em>Attribute</em>s."," A number of US expressions of alarm presented during those weeks to the Israeli
government  were <span id='phrase_example'>registered</span>  in the premier's diary .   
The  voter  turnout was <span id='phrase_example'>recorded</span> as over 90 per cent .
 The voter turnout  was <span id='phrase_example'>recorded</span>  as over 90 percent .   
 William Hickey's death  is not <span id='phrase_example'>recorded</span>.   
 While visiting in Port Alberni, the day before he was diagnosed,  we <span id='phrase_example'>recorded</span> him  to have 14 drinks and go to the bathroom 10 times .
",FALSE,250
f:Scope,An <em>Event</em> is described in terms of the diversity of entities that are affected or considered in the <em>Event</em>. Alternatively a <em>Salient entity</em> which enables or brings about the <em>Event</em> can be similarly described. ,"A key question is how U.S. deployment of ballistic missile defense will affect the pace and <span id='phrase_example'>scope</span>  of Chinese strategic modernization .
The U.S. government believes that China has not revealed the full <span id='phrase_example'>scope</span>  of its program .
",FALSE,249
f:Subordinates_and_superiors,"Two individuals, the <em>Subordinate</em> and the <em>Superior</em> have a relationship such that the <em>Subordinate</em> generally follows orders given by the <em>Superior</em> and has the best interests of the <em>Superior</em> in mind.","The archduke and several of  his  <span id='phrase_example'> henchmen </span> got out of the carriage, looking around nervously.
",FALSE,249
f:Nuclear_process,"An <em>Initial element</em> is converted into a <em>Final element</em> via a process of decay, fusion, or fission which changes the number or type of hadrons (protons or neutrons) in the nucleus of the atoms that make up the <em>Element</em>."," 5.5 percent of nucleii <span id='phrase_example'>decay</span> from tritium  to He3  in a year  .
",FALSE,248
f:Importing,"An <em>Importer</em> receives <em>Goods</em> from an <em>Exporting area</em>, across a boundary or border to a different area, the <em>Importing area</em>.  The <em>Path</em> along which the <em>Goods</em> pass may also be indicated. ","<span id='phrase_example'>Importation</span> of wildlife  has gotten more difficult.         
 We <span id='phrase_example'>import</span> most of the Tahitian seashells  through Japan .
 The U.S. <span id='phrase_example'>imported</span> some wheat  in the period , although it exported about ten times as much.
",FALSE,246
f:Be_subset_of,A <em>Part</em> is considered to be a member of the set described by the <em>Total</em>. The relationship between <em>Part</em> and <em>Total</em> subset-superset rather than part-whole.," Restaurant-Pizzeria Dante <span id='phrase_example'>counts</span> among the few restaurants of Florence where you can find good typical Tuscan and fish dishes and a first-class pizza .
 Dr. Nelson <span id='phrase_example'>numbers</span> among the world?s foremost geotechnical engineering experts .
",FALSE,194
f:Assistance,A <em>Helper</em> benefits a <em>Benefited party</em> by enabling the culmination of a <em>Goal</em> that the <em>Benefited party</em> has.  A <em>Focal entity</em> that is involved in reaching the <em>Goal</em> may stand in for it.," By bringing assistance to his troops wherever they were in trouble  he <span id='phrase_example'>aided</span> them  greatly .
 You  have <span id='phrase_example'>helped</span>  him   tremendously   by showing him  how to stand up for himself and by being his friend .
 They <span id='phrase_example'>helped</span> me  psychologically  to overcome the physical loss I had suffered .
Maybe  Stephen  should <span id='phrase_example'>assist</span>  him   with the last manuscript .
Will  you  <span id='phrase_example'>help</span>  the Government   find your brother ?
",FALSE,244
f:Labeling,A <em>Speaker</em> uses as a <em>Label</em> to refer to an <em>Entity</em>. The <em>Label</em> is not a conventional name for the <em>Entity</em> but a description categorizing the <em>Entity</em> and thereby  expressing a judgment.,"During her lifetime,  her enemies  <span id='phrase_example'>branded</span>  her   as a prostitute . 
 Some <span id='phrase_example'>labeled</span> him  a womanizer .
",FALSE,244
f:Heralding,"A <em>Communicator</em> announces (linguistically or non-linguistically) the  imminent arrival of an <em>Individual</em> or the occurrence of an <em>Event</em>.  Generally, the <em>Communicator</em> is attempting to inform the public."," The telegram <span id='phrase_example'>heralded</span> him , but with boundless miles for hiding he had stolen in under the cover of night
 A brass band <span id='phrase_example'>heralded</span> his arrival  and he was flanked by secret service agents
 The unveiling of Alinghi's keel  was <span id='phrase_example'>heralded</span>  by alp horns 
",FALSE,242
f:Active_substance,A <em>Substance</em> causes an <em>Effect</em>.  The <em>Substance</em> is produced by a process understood as directed towards the <em>Effect</em>.  The <em>Name</em> for the material that makes up the substance may also be given.,"The  sarin  <span id='phrase_example'> agent </span> might have been a leftover shell from a chemical-arms dump. 
Only after the potion has been drunk does the <span id='phrase_example'>active</span>  ingredient  form.   
 Hormonally <span id='phrase_example'>active</span> chemicals  have the potential to cause significant environmental injury.
 The quinolones  now seem to be the  antimicrobial  <span id='phrase_example'>agents</span> of choice for acute bacterial prostatitis.
A rationale for using  denatured gp160  as a  therapeutic  <span id='phrase_example'>agent</span> in HIV-infected people is to boost the immune response .
",FALSE,241
f:Identicality,A <em>Current instance</em> of a certain <em>Type</em> is under discussion. This instance  is evaluated as being the same instance or a different instance from a <em>Previous instance</em> encountered in a <em>Previous context</em>.,"Dracula and your neighbor are <span id='phrase_example'>different</span>  people 
Dracula and your neighbor are <span id='phrase_example'>different</span>  people 
Is this  the same sofa as the one that used to be in the lobby ?
Is this the <span id='phrase_example'>same</span>  sofa   as the one that used to be in the lobby ?
Kim has  a different hair color  every week
Kim has a <span id='phrase_example'>different</span>  hair color  every week
",FALSE,240
f:Relational_quantity,"The <em>Denoted quantity</em> is (generally) an imprecise characterization of the quantity of <em>Individuals</em> or a <em>Mass</em>, made with reference to a relatively easily and precisely imaginable <em>Reference quantity</em>.","She waited <span id='phrase_example'>a good</span>  second  before knocking .
She waited <span id='phrase_example'> a good </span>  second  before knocking .
Put in right  <span id='phrase_example'>around</span>   a pinch and a half  .    
But there were <span id='phrase_example'> barely </span>  300  in the whole district .   
It took <span id='phrase_example'> about </span>  three   hours , but we 're done now .
",FALSE,239
f:Correctness,A particular piece of <em>Information</em> is evaluated for its accuracy.  The <em>Degree</em> of correctness may also be expressed.  The <em>Source</em> of information may also metonymically stand in for the <em>Information</em>.,"We found  all of his information  to be <span id='phrase_example'>right</span>.
All users must verify the <span id='phrase_example'>correctness</span>  of their own information. 
If your dealership service people make such  totally  <span id='phrase_example'>wrong</span>  claims , I would be uncomfortable trusting their warranty claims too.
Is your reputation at risk due to <span id='phrase_example'>incorrect</span>  information ?
",FALSE,238
f:Separating,"These words refer to separating a <em>Whole</em> into <em>Parts</em>, or separating one part from another.  The separation is made by an <em>Agent</em> or <em>Cause</em> and may be made on the basis of some <em>Criterion</em>. "," I <span id='phrase_example'>divided</span> the class  into groups  in alphabetical order  .
",FALSE,237
f:Eclipse,An <em>Obstruction</em> blocks an <em>Eclipsed</em> entity partially or completely from view. The positions of the <em>Obstruction</em> and the <em>Eclipsed</em> entity are often reported relative to a <em>Vantage point</em>.," A small green bulb <span id='phrase_example'>concealed</span> behind the panel  flashed on momentarily .
",FALSE,235
f:Be_translation_equivalent,A <em>Target symbol</em> in a <em>Target representation</em>  system is presented as equivalent to a <em>Source symbol</em> in a <em>Source representation</em> system in the ability to express a particular <em>Content</em>.,"The term <span id='phrase_example'>translates</span> the  Russian  raznorechie (literally different-speech-ness.
 The term <span id='phrase_example'>translates</span> the Russian raznorechie (literally different-speech-ness) .
The term employment area <span id='phrase_example'>translates</span>  the French  zone d'emploi.
 The term employment area <span id='phrase_example'>translates</span> the French zone d'emploi .
",FALSE,233
f:Renunciation,A <em>Speaker</em> declares that they will no longer be involved with the <em>Content</em>.  Such a declaration implies that the <em>Speaker</em> has decided that association with the <em>Content</em> is somehow undesirable.,"That will only be possible if and when  the IRA  <span id='phrase_example'>renounces</span>  armed struggle .
",FALSE,232
f:Being_employed,"An <em>Employee</em> has a <em>Position</em> doing work in a particular <em>Field</em>, or doing work on a particular <em>Task</em>, for which an <em>Employer</em> gives <em>Compensation</em> to the <em>Employee</em>."," Undocumented foreigners  are <span id='phrase_example'>working</span>  as  building contractors   for Laing Builders .
",FALSE,231
f:Capability,An <em>Entity</em> meets the pre-conditions for participating in an <em>Event</em>.  A <em>Degree</em> modifier may be included to indicate by how much the <em>Entity</em> exceeds or falls short of the minimum requirements.," He <span id='phrase_example'>can</span> fly a kite .
 NASA is<span id='phrase_example'>unable</span> to communicate with Mars rover .
The GOP is afraid that  it  might not be <span id='phrase_example'>able</span>  to keep the seat vacated by Dunn. 
Conductor software gives  us  the hands-on <span id='phrase_example'>capability</span>  to provide updates immediately 
",FALSE,231
f:Create_physical_artwork,A <em>Creator</em> creates an artifact that is typically an iconic <em>Representation</em> of an actual or imagined entity or event. The <em>Representation</em> may also be evocative of an idea while not based on resemblance.," In about 1305 and 1306  Giotto <span id='phrase_example'>painted</span> a notable series of 38 frescoes .
 I <span id='phrase_example'>took</span> his picture  and told him that if it came out well I would make him a copy.
 Diagrams  must be  clearly  <span id='phrase_example'>drawn</span>  on construction paper .   
",FALSE,231
f:System,A <em>Complex</em> with a particular <em>Function</em> is formed out of <em>Component entities</em>. The function may be expressed by reference to a <em>Salient entity</em> involved in the working of the <em>Complex</em>.,"The  sewer   <span id='phrase_example'>system</span>  carries wastewater from homes and businesses to the Water Pollution Control Plant for treatment. 
 The body's  immune  <span id='phrase_example'>system</span>  can be mobilized against cancer. 
",FALSE,231
f:Appeal,In the Appeal stage of the criminal process the <em>Convict</em> or his or her <em>Representative</em> applies to a higher <em>Court</em> to reverse the <em>Decision</em> of the lower court on certain <em>Grounds</em>.  ," John Michaels  will <span id='phrase_example'>appeal</span>  his conviction  .
 The defense  plans to <span id='phrase_example'>appeal</span>  the court's decision   on the grounds that the judge violated Code 81.b  . 
",FALSE,230
f:Fining,The <em>Payer</em> is (legally) forced to pay a <em>Fine</em> by an official <em>Speaker</em> as a punishment for some action (the <em>Reason</em>).  The <em>Speaker</em> represents an entity which receives the payment.," They  were <span id='phrase_example'>fined</span>  approximately $3.1 billion dollars   for their knowing, malicious injury to consumers .
",FALSE,229
f:Objective_influence,"An <em>Influencing variable</em>, an <em>Influencing situation</em>, or an <em>Influencing entity</em> has an influence on a <em>Dependent entity</em>, <em>Dependent variable</em>,  or a <em>Dependent situation</em>. "," This kind of elementary boo-boo  would certainly <span id='phrase_example'>impact</span>  video speed .
It claimed, perhaps hollowly, that  NT  had yet to <span id='phrase_example'>impact</span>  its business .
But it is more likely that  a physical restraint  <span id='phrase_example'>influenced</span>  the swirling liquids .
Our subject is the body clock; how  it  <span id='phrase_example'>influences</span>  our physiology and behaviour  and how it interacts with the rhythms in our environment.
More and more doctors realise that  diet  can <span id='phrase_example'>influence</span>  disease .
",FALSE,229
f:Distinctiveness,A <em>Feature</em> of an <em>Entity</em> serves to distinguish the <em>Entity</em> from other members of its type which have a different value for the <em>Feature</em>.  Note that the <em>Entity</em> is often implicit.," The swinging axe-kick  was <span id='phrase_example'>characteristic</span>  of Xena .
His <span id='phrase_example'>distinctive</span> flowing  gait  and skill with the rapier set him apart from his fellows.
",FALSE,228
f:Hiding_objects,An <em>Agent</em> causes a <em>Hidden object</em> to become perceptually inaccessible to potential perceivers by placing it in a <em>Hiding place</em> or putting in place an <em>Obstruction</em> that screens the object.,"In later books  Harry  often tries to <span id='phrase_example'>hide</span>  his scar   with his hair . 
 Gruenwald <span id='phrase_example'>hid</span> the money  at a local garbage dump  then retrieved it the following morning.
Therefore, as I passed the school,  I  <span id='phrase_example'>hid</span>  the gun and holster   in the mailbox 
",FALSE,227
f:Food_gathering,A <em>Gatherer</em> removes <em>Crop</em> ripe and ready to an accepted degree. The <em>Crop</em> comes from a  <em>Source</em> where it has been grown and matured.,"The stage at which  the peppercorns  are <span id='phrase_example'>harvested</span>  from the vine  decides their colour .   
 We <span id='phrase_example'>bring in</span> the tobacco  from the fields  during the summer .
 They <span id='phrase_example'>harvest</span> their pumpkins  in the Autumn .   
",FALSE,226
f:Representing,"An <em>Entity</em> represents some <em>Phenomenon</em> through its existence and/or defining characteristics.  Sometimes a <em>Cognizer</em>, a people or group of people who believe in the representation, is expressed."," A bear <span id='phrase_example'>symbolizes</span> strength  in some cultures .
",FALSE,224
f:Cause_to_be_included,An <em>Agent</em> or Cause<fen/>makes a <em>New member</em> part of  <em>Group</em>. The <em>Group</em> may be represented by an individual <em>Existing member</em> if it implies the existence of a set of members.,"He decided he needed to <span id='phrase_example'>add</span>  a red tie   to the blue tie in his closet. 
 I <span id='phrase_example'>added</span> a new rock  to my collection .
",FALSE,223
f:Extreme_value,An <em>Entity</em> possesses a <em>Value</em> for a certain <em>Attribute</em> which is extreme when compared to the values either of other entities or to values of the same <em>Entity</em> at other points of time.,"The  Swiss  <span id='phrase_example'>low</span>  of 5.8 percent in 1999   was followed by a high of 12.6 percent in 2001.   
We are currently expecting a  price   <span id='phrase_example'>low</span>  associated with the 9-Month (40-Week) Cycle.   
So, right after the company's IPO, you happily bought at the <span id='phrase_example'>high</span>  of
$14 per share , because you believed they were the first player into this market?      
By 1972,  the campus  had reached a historic  enrollment  <span id='phrase_example'>high</span>  of 6,300 .
 The index  hit a  post crash  <span id='phrase_example'>high</span>  of 2,423.9 .   
 Today's  temperature <span id='phrase_example'>high</span>was 71F , and the low was 50F.   
 Airfares hit a  10-year   <span id='phrase_example'>low</span>  today.   
",FALSE,222
f:Absorb_heat,"An <em>Entity</em> (generally food) is exposed to a <em>Heat source</em> whose <em>Temperature</em> may also be specified.  Generally, the <em>Entity</em> undergoes some sort of change as a result of this process.","If  it  <span id='phrase_example'>cooks</span>  at 400   for an hour , it 'll be nothing but a pile of ash!
 Bacon  was <span id='phrase_example'>frying</span>  in the pan , and a great heap of eggs already lay steaming on a plate.
",FALSE,221
f:Weather,"Ambient conditions of temperature, precipitation, windiness, and sunniness pertain at a certain <em>Place</em> and <em>Time</em>.  Further <em>Specification</em> of the conditions that pertain may also be indicated."," An armada of <span id='phrase_example'>hailstorms</span>  swept  through the region.
Therewas a  thick  <span id='phrase_example'>blizzard</span>  last night .
 A  blustery  <span id='phrase_example'>storm</span>  blew  in .
",FALSE,221
f:Detaining,The <em>Authorities</em> hold a <em>Suspect</em> under suspicion of having committed a crime (<em>Charges</em>). The <em>Holding Location</em> and period of detention (<em>Duration</em>) may also be specified. ," The police <span id='phrase_example'>held</span> Mr. Smith  in the slammer  on charges of killing his lawyer .
",FALSE,220
f:Surviving,"A <em>Survivor</em> manages to avoid being negatively affected, despite encountering a <em>Dangerous situation</em>. The negative effect is most often death, destruction, or a metaphorical construal of one of these."," More than 400 of the 600 residents <span id='phrase_example'>rode</span><span id='phrase_example'>out</span> the hurricane  in Gulfport's 11-story high-rise beachfront facility .
Wilderness Survival: Could  You  <span id='phrase_example'>Survive</span>  the Wild ?
",FALSE,219
f:Coming_to_be,"An <em>Entity</em> comes into existence at a particular <em>Place</em> and <em>Time</em> which may take a certain <em>Duration of endstate</em>, have a <em>Cause</em>, or be formed from <em>Components</em>."," New Plants <span id='phrase_example'>form</span> from the cut veins  in two weeks .
 A new paradigm <span id='phrase_example'>emerged</span> from the discussion of nuclear weapons .
 Mountains  sometimes <span id='phrase_example'>form</span> in as little as a million years .
 Problems  may <span id='phrase_example'>arise</span>  whenever an S1 sophont enters the game .
",FALSE,218
f:Theft,These are words describing situations in which a <em>Perpetrator</em> takes <em>Goods</em> from a  <em>Victim</em> or a <em>Source</em>. The <em>Means</em> by which this is accomplished may also be expressed.,"<span id='phrase_example'>Snatching</span> purses  from little old ladies  is not a living .   
 I  had to <span id='phrase_example'>pilfer</span>  from the office   just to get by  .   
I can't believe  he  <span id='phrase_example'>pickpocketed</span>  my gold watch  !
",FALSE,218
f:Collaboration,<em>Partner 1</em> and <em>Partner 2</em> or a group of <em>Partners</em>  work together in some <em>Undertaking</em>. The <em>Partners</em> are taken to be of equal status even when expressed disjointly. ," Tom and  the American composer Steve Riche  have  recently  <span id='phrase_example'>collaborated</span>  on a piece of elevator music .
 CSTR  actively <span id='phrase_example'>collaborates</span> with the Departments of Artificial Intelligence  and Physics . 
",FALSE,215
f:Deserving,"The existence of a <em>State of affairs</em> is sufficient reason for taking an <em>Action</em> . The agent who is justified in taking the suggested <em>Action</em> is not part of the immediate scene, however."," ' Desperate situations  <span id='phrase_example'>call</span>   for desperate measures  , said Mr Eames grandly.
 The underwater sequences <span id='phrase_example'>warrant</span> the price of the admission alone .
",FALSE,215
f:Encoding,"A person (<em>Speaker</em>) expresses a <em>Message</em> or mental content, broadly understood, in a particular <em>Manner</em>. The content may be emotional, as in  intellectual, as in   or linguistic, as in ","<span id='phrase_example'>Phrase</span> your question  as a comment .

  <span id='phrase_example'>Formulate</span>
   the idea 
   carefully 


   Humans 
  <span id='phrase_example'>express</span>
    feelings 
   through words 

",FALSE,215
f:Temporary_stay,"A <em>Guest</em> stays for a time at a <em>Location</em>, which is not his or her permanent residence, for some <em>Duration</em>. The <em>Location</em> is often the permanent residence of a <em>Host</em>."," For a few days  my father <span id='phrase_example'>lodged</span> at a hotel  with a buddy who was a biology student .
 I  usually <span id='phrase_example'>stay</span>  with my aunt   at her summer house   when I go to Seville .
",FALSE,215
f:Meet_with_response,A <em>Trigger</em> elicits a <em>Response</em>.  The <em>Response</em> may either be some kind of action meant to address the <em>Trigger</em> event or an expressed judgment of the <em>Trigger</em> event.," Our proposal <span id='phrase_example'>met</span> with harsh criticism .
",FALSE,214
f:Departing,"An object (the <em>Theme</em>) moves away from a <em>Source</em>. The <em>Source</em> may be expressed or it may be understood from context, but its existence is always implied by the departing word itself. "," We all <span id='phrase_example'>exited</span> the room  slowly .
 His <span id='phrase_example'>departure</span> from the dock  was delayed by hundreds of tearful farewells.
 The plane <span id='phrase_example'>leaves</span> at seven .  .
",FALSE,213
f:Use_firearm,"An <em>Agent</em> causes a <em>Firearm</em> to discharge, usually directing the projectile from the barrel of the <em>Firearm</em> (the <em>Source</em>), along a <em>Path</em>, and to a <em>Goal</em>."," Oswald <span id='phrase_example'>fired</span> twice  through the window .
 The Germans  wouldn't stop <span id='phrase_example'>shooting</span>  cannons   at them .
",FALSE,212
f:Have_as_requirement,The obtaining of a <em>Requirement</em> state of affairs or the presence of a <em>Required entity</em> is profiled as a prerequisite for the obtaining or occurring of a <em>Dependent</em> state-of-affairs.," Glass  art <span id='phrase_example'>demands</span> great patience  from the student .
 The war on terror <span id='phrase_example'>requires</span> little sacrifice for most Americans .
 This game <span id='phrase_example'>demands</span> great skill .
",FALSE,211
f:Social_connection,A mutual social and personal relationship that keeps people involved in each other's lives comprises a <em>Connection</em> of <em>Individual1</em> to <em>Individual2</em> or between <em>Individuals</em>.,"They wanted to strengthen  their   family   <span id='phrase_example'>ties</span> .
",FALSE,211
f:Turning_out,A <em>State of affairs</em> turns out to be true in someone's knowledge of the world. This may be recognized with evidence or in certain circumstances. The cognizer whose beliefs are affected is not expressed.," Hybrid grass  may <span id='phrase_example'>prove</span>  to be a valuable fuel source .
",FALSE,211
f:Conduct,An <em>Agent</em> acts in a certain <em>Manner</em> either generally or under some particular <em>Circumstances</em>. The conduct may also be directed specifically towards an <em>Affected Party</em>.," His appearance was as   immaculate as ever and  his  <span id='phrase_example'>bearing</span> 
 composed and dignified . 
 This year  they  have <span id='phrase_example'>behaved</span> themselves  particularly impudently .
 He  pledges to  <span id='phrase_example'>conduct</span> himself   with honesty and humility .
",FALSE,207
f:Cause_impact,"An <em>Agent</em> causes an <em>Impactor</em> to make sudden, forcible contact with an <em>Impactee</em>, or manipulates two (or more) <em>Impactors</em> so that they make mutual forcible contact.  "," He <span id='phrase_example'>slammed</span> his fist  down  on the table  and bellowed something unintelligible.
",FALSE,206
f:Claim_ownership,"A <em>Claimant</em> asserts his or her right to possession of a piece of <em>Property</em> (either real, such as land, or private).  The Claimant may be acting on the behalf of a <em>Beneficiary</em>."," I <supp>have</supp><span id='phrase_example'>dibs</span> on the last piece of cake .
Hoping to strike it rich, Thaddeus Gulch staked  his  <span id='phrase_example'>claim</span> by the river bed.
 The King <span id='phrase_example'>claims</span> this land and surrounding waters .
",FALSE,206
f:Working_on,"An <em>Agent</em> expends effort towards achieving a <em>Goal</em>. Alternatively, a <em>Salient entity</em> involved in the <em>Goal</em> can be expressed in place of a <em>Goal</em> expression.","We have benefited greatly from  their  <span id='phrase_example'>work</span>  on this problem .
You could see  several students  <span id='phrase_example'>plugging away</span>  at the problem .
If  somebody  is <span id='phrase_example'>working</span>  on the pipes of your house  and you turn on the faucet hard, you get sand, junk.
In addition,  our organization  will <span id='phrase_example'>work</span>  on improving accountability in every department .
",FALSE,205
f:Convey_importance,"Through a  <em>Message</em>, a <em>Speaker</em> (sometimes encoded metonymically by a <em>Medium</em>) communicates the relative importance of the state of affairs denoted by the <em>Message</em>."," The panelists <span id='phrase_example'>stressed</span> to an audience of about 100 at North Dakota State University's Memorial Union  that people of different religions in this community need to talk - and find out they're not all that different .
 The whole Muslim society should respect these rights,  he <span id='phrase_example'>stressed</span>.
 The courts  have  repeatedly  <span id='phrase_example'>stressed</span>  that the making of an order is discretionary .
 Professor Perkin  has <span id='phrase_example'>stressed</span>  how favourable Britain 's situation was  .
Above all ,  Mr Tsongas  <span id='phrase_example'>stressed</span>  the need for his message to be heard .
 Reid <span id='phrase_example'>emphasized</span> that he and Dean meet every month .
",FALSE,204
f:Indicating,A <em>Communicator</em> or <em>Medium</em> assigns linguistic meaning to an <em>Unresolved referent</em> thereby identifying the specific actor or entity which fulfills the answer to this question. ," Every year ,  InfoWorld <span id='phrase_example'>names</span> 100 companies that have made the best use of technology .
 No doctor  can <span id='phrase_example'>name</span>  the disease that's killing him .
Can  you  <span id='phrase_example'>name</span>  all the U.S. Presidents ?
",FALSE,204
f:Appointing,"A <em>Selector</em>, often an individual in a leadership role, appoints a <em>Official</em> to assume an official <em>Role</em> in an organization (which can be expressed as the <em>Body</em>)."," Press secretaries <span id='phrase_example'>accredit</span> journalists  to the sessions .
",FALSE,201
f:Rest,"One <em>Part</em> of a larger <em>Whole</em> has been mentioned, is inferrable, or is available in the discourse setting and the previously unmentioned part, the <em>Rest</em>, is now mentioned.","They see social policy work as a natural <span id='phrase_example'>complement</span>  to bureau work .
The lenses , like the <span id='phrase_example'> rest </span>  of the exoskeleton , are made of calcite.
",FALSE,200
f:Network,"A set of entities of the same or similar types (<em>Nodes</em>) are linked to each other by <em>Connections</em> to form a <em>Network</em> allowing for the flow of information, resources, etc.","Through  our   worldwide   <span id='phrase_example'>network</span>   of representatives and agents , Lozenger Inc.  was able
to serve customers in countries around the globe.
For the most part,  the Interstate System  is a  connected  <span id='phrase_example'>network</span>  of highways  bounded by the Canadian and Mexican borders, the Gulf of Mexico, and the Atlantic.
",FALSE,199
f:Change_tool,"An <em>Agent</em> changes <em>Tools</em>, from the <em>Old tool</em> to a <em>New tool</em>.  The <em>Tools</em> may include vehicles, services providers, or more proto-typical implements."," Stephen  had to <span id='phrase_example'>transfer</span>  five times   by the time he got to Lincolnville .   .
If this happens one more time,  we  're going to <span id='phrase_example'>switch</span>  operating systems .
",FALSE,198
f:Tasting,An Agent ingests or begins to ingest a Food item that they have not had before with the intention of determining its quality on some scale. A Purpose for trying the Food may be explicitly mentioned.," I <span id='phrase_example'>tasted</span> the soup  to see if it had enough salt .
 Most people  will never <span id='phrase_example'>try</span>  dog .
",FALSE,198
f:Attempt_suasion,"The  <em>Speaker</em> expresses through language his wish to get the <em>Addressee</em> to act. There is no implication that the <em>Addressee</em> forms an intention to act, let alone acts."," Dennis Rodman <span id='phrase_example'>advises</span> moderation in all things .   
 Mr Smithers  always <span id='phrase_example'>encourages</span>  the employees   to stay late and work harder .
",FALSE,196
f:State_continue,"Despite some implication that a <em>State</em> would be interrupted, the <em>Entity</em> remains in the specified <em>State</em>. Note that <em>State</em> includes locative relations.<ex/>"," 
 Online security  <span id='phrase_example'>remains</span>  elusive .
",FALSE,196
f:Cogitation,"A person, the <em>Cognizer</em>, thinks about a <em>Topic</em> over a period of time. What is thought about may be a course of action that the person might take, or something more general."," The men  were  silently  <span id='phrase_example'>mulling</span> <span id='phrase_example'>over</span>  the proposition of committing an assassination 
",FALSE,192
f:Performers_and_roles,A <em>Performer</em> has a certain <em>Role</em> in a <em>Performance</em> and plays their part by following the directions in the <em>Script</em> for that particular <em>Role</em>.,"I play the <span id='phrase_example'>character</span>  of Yusuf  in this film.
 Mel Gibson <span id='phrase_example'>starred</span> in Braveheart  as the leader of a Scottish rebellion .
 Pulp Fiction <span id='phrase_example'>starred</span> John Travolta and a lot of other big names .
 Margaret Thatcher <span id='phrase_example'>played</span> Juliet  in a school play .
",FALSE,191
